MATERIALES;;;;;;;;;;;;;
"Importante: Los cambios realizados en esta hoja afectan a los resultados de las hojas ""Configuración"", ""Transmitancia"" y ""Condensación"".";"Importante: Los cambios realizados en esta hoja afectan a los resultados de las hojas ""Configuración"", ""Transmitancia"" y ""Condensación"".";"Importante: Los cambios realizados en esta hoja afectan a los resultados de las hojas ""Configuración"", ""Transmitancia"" y ""Condensación"".";;;;;;;;;;;
Biblioteca de materiales del complejo constructivo;;;;;;;;;;;;;
"A continuación debe seleccionar todos los materiales que serán parte del elemento constructivo a describir en la hoja ""Configuración"". Para ello debe seleccionar primero la biblioteca donde figura el material, ya sea la Biblioteca de Usuario o las Bibliotecas de Materiales por Defecto. El espesor de los materiales se modifica en la hoja ""Configuración"". Puede agregar más filas a la tabla si es necesario mediante el botón del lado derecho con el signo ""+"".";;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
N;Nombre largo;Tipo de material;Biblioteca;Material;Abreviatura;Propiedad térmica;Valor propiedad térmica;Propiedad difusión de vapor;Valor propiedad difusión de vapor;;;;
;Lana de vidrio Aislanglass ® ? = 32 kg/m³, ? = 0,036 [W/mK], ? = 2,91 [];;35;Lana de vidrio Aislanglass ® ? = 32 kg/m³;0,04;? [W/mK];0,036;? [];2,91;;;;
;Mortero de pega albañilería (21,6% agua), ? = 1,4 [W/mK], ? = 21 [];;36;Mortero de pega albañilería (21,6% agua);0,013;? [W/mK];1,4;? [];21;? NCh853.2021;;;
;Mortero de pega para pisos (5L agua por saco) ? = 1800 kg/m³, ? = 1,4 [W/mK], ? = 17 [];;37;Mortero de pega para pisos (5L agua por saco) ? = 1800 kg/m³;0,019;? [W/mK];1,4;? [];17;? NCh853.2021;;;
;OSB ? = 650 kg/m³, ? = 0,14 [W/mK], ? = 371 [];Revestimiento;38;OSB ? = 650 kg/m³;0,0111;? [W/mK];0,14;? [];371;? NCh853.2021;;;
;OSB PaintPanel Louisiana Pacific ? = 685,4 kg/m³, ? = 0,13 [W/mK], ? = 259,64 [];Revestimiento;39;OSB PaintPanel Louisiana Pacific ? = 685,4 kg/m³;0,0095;? [W/mK];0,13;? [];259,64;;;;
;OSB SmartPanel Louisiana Pacific ? = 648 kg/m³, ? = 0,12 [W/mK], ? = 286,16 [];Revestimiento;40;OSB SmartPanel Louisiana Pacific ? = 648 kg/m³;0,0111;? [W/mK];0,12;? [];286,16;;;;
;Papel decomural vinílico 240 g/m², R = 0 [m²K/W], ? = 1538 [];;41;Papel decomural vinílico 240 g/m²;0,0005;R [m²K/W];0;? [];1538;Espesor < 3 mm;;;
;Papel Kraft librería 110 g/m², R = 0 [m²K/W], ? = 690 [];;42;Papel Kraft librería 110 g/m²;0,0015;R [m²K/W];0;? [];690;Espesor < 3 mm;;;
;Papel mural 200 g/m², R = 0 [m²K/W], ? = 1546 [];;43;Papel mural 200 g/m²;0,00037;R [m²K/W];0;? [];1546;Espesor < 3 mm;;;
;Pino insigne ? = 410 kg/m³, ? = 0,104 [W/mK], ? = 64 [];;44;Pino insigne ? = 410 kg/m³;0,02;? [W/mK];0,104;? [];64;? NCh853.2021;;;
;Pintura barniz marino, 2 manos, R = 0 [m²K/W], ? = 127600 [];;45;Pintura barniz marino, 2 manos;0,00001;R [m²K/W];0;? [];127600;Espesor < 3 mm;;;
;Pintura esmalte al agua (10 micras), R = 0 [m²K/W], ? = 127160 [];;46;Pintura esmalte al agua (10 micras);0,00001;R [m²K/W];0;? [];127160;Espesor < 3 mm;;;
;Pintura esmalte al agua, 2 manos, R = 0 [m²K/W], ? = 90900 [];;47;Pintura esmalte al agua, 2 manos;0,00001;R [m²K/W];0;? [];90900;Espesor < 3 mm;;;
;Pintura látex acrílico (10 micras), R = 0 [m²K/W], ? = 33440 [];;48;Pintura látex acrílico (10 micras);0,00001;R [m²K/W];0;? [];33440;Espesor < 3 mm;;;
;Pintura óleo brillante, 2 manos, R = 0 [m²K/W], ? = 162400 [];;49;Pintura óleo brillante, 2 manos;0,00001;R [m²K/W];0;? [];162400;Espesor < 3 mm;;;
;Pintura piscina, 2 manos, R = 0 [m²K/W], ? = 313600 [];;50;Pintura piscina, 2 manos;0,00001;R [m²K/W];0;? [];313600;Espesor < 3 mm;;;
;Piso flotante, e = 6 mm, ? = 0,103 [W/mK], ? = 1197 [];Revestimiento;51;Piso flotante, e = 6 mm;0,006;? [W/mK];0,103;? [];1197;? NCh853.2021;;;
;Placa de fibra de madera MDF ? = 620 kg/m³, ? = 0,23 [W/mK], ? = 20 [];Revestimiento;52;Placa de fibra de madera MDF ? = 620 kg/m³;0,012;? [W/mK];0,23;? [];20;? NCh853.2021;;;
;placa de fibrosilicato ? = 910 kg/m³, ? = 0,175 [W/mK], ? = 31 [];Revestimiento;53;placa de fibrosilicato ? = 910 kg/m³;0,01;? [W/mK];0,175;? [];31;;;;
;Placa de madera contrachapada ? = 550 kg/m³, ? = 0,23 [W/mK], ? = 51 [];Revestimiento;54;Placa de madera contrachapada ? = 550 kg/m³;0,015;? [W/mK];0,23;? [];51;? NCh853.2021;;;
;Polietileno, R = 0 [m²K/W], ? = 151800 [];B. Vapor;55;Polietileno;0,0002;R [m²K/W];0;? [];151800;Espesor < 3 mm;;;
;Revestimiento exterior de fibrocemento tinglado, ? = 0,23 [W/mK], ? = 139 [];Revestimiento;56;Revestimiento exterior de fibrocemento tinglado;0,006;? [W/mK];0,23;? [];139;? NCh853.2021;;;
;Revoque fino de tierra (2½ arena gruesa, 1½ arena fina, 1 arcilla y agua), ? = 0,55 [W/mK], ? = 13 [];;57;Revoque fino de tierra (2½ arena gruesa, 1½ arena fina, 1 arcilla y agua);0,03;? [W/mK];0,55;? [];13;;;;
;Revoque grueso de tierra (2½ arena gruesa, 1½ arena fina, 1 arcilla, ½ paja, 1 agua), ? = 0,74 [W/mK], ? = 17 [];;58;Revoque grueso de tierra (2½ arena gruesa, 1½ arena fina, 1 arcilla, ½ paja, 1 agua);0,03;? [W/mK];0,74;? [];17;;;;
;Superfieltro Volcán muro 40 m², R = 0 [m²K/W], ? = 420,5 [];;59;Superfieltro Volcán muro 40 m²;0,00027;R [m²K/W];0;? [];420,5;;;;
;Terciado ranurado ? = 570 kg/m³, ? = 0,23 [W/mK], ? = 293 [];Revestimiento;60;Terciado ranurado ? = 570 kg/m³;0,009;? [W/mK];0,23;? [];293;;;;
;Typro, R = 0 [m²K/W], ? = 253 [];B. Humedad;61;Typro;0,0035;R [m²K/W];0;? [];253;Espesor < 3 mm;;;
;Tyvek homewrap, R = 0 [m²K/W], ? = 1761 [];B. Humedad;62;Tyvek homewrap;0,00012;R [m²K/W];0;? [];1761;Espesor < 3 mm;;;
;Volcán Wrap barrera de vapor, R = 0 [m²K/W], ? = 125839 [];B. Humedad;63;Volcán Wrap barrera de vapor;0,000095;R [m²K/W];0;? [];125839;Espesor < 3 mm;;;
;Volcanwrap Typar 125 m², R = 0 [m²K/W], ? = 1453,53 [];;64;Volcanwrap Typar 125 m²;0,00025;R [m²K/W];0;? [];1453,53;Espesor < 3 mm;;;
;XPS Cerámica Stgo Aislagreen 50mm, ? = 0,037 [W/mK], ? = 223,87 [];;65;XPS Cerámica Stgo Aislagreen 50mm;0,05;? [W/mK];0,037;? [];223,87;;;;
;Yeso cartón RF ? = 840 kg/m³, ? = 0,31 [W/mK], ? = 12 [];Revestimiento;66;Yeso cartón RF ? = 840 kg/m³;0,0125;? [W/mK];0,31;? [];12;? NCh853.2021;;;
;Yeso cartón RH ? = 760 kg/m³, ? = 0,26 [W/mK], ? = 11 [];Revestimiento;67;Yeso cartón RH ? = 760 kg/m³;0,0125;? [W/mK];0,26;? [];11;? NCh853.2021;;;
;Yeso Cartón ST ? = 750 kg/m³, ? = 0,24 [W/mK], ? = 20 [];Revestimiento;68;Yeso Cartón ST ? = 750 kg/m³;0,01;? [W/mK];0,24;? [];20;? NCh853.2021;;;
;;;;;;;;;;;;;
Biblioteca de capas de aire según se define en NCh 853 y NCh1973;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;Material;Propiedad térmica;Valor propiedad térmica;Propiedad difusión de vapor;Valor propiedad difusión de vapor;;;;;
;;;;Cámara de aire no ventilada;R [m²K/W];Variable según espesor;Sd [m];0,01;;;;;
;;;;;;;;;;;;;
Biblioteca de materiales ISO 10456. Tabla 3 - Valores térmicos de diseño para materiales en aplicaciones generales de la edificación;;;;;;;;;;;;;
;;;;;;;;;;;;;
;Nombre largo;Columna1;Grupo;Materiales o aplicación;"Densidad
?
kg/m³";"Conductividad térmica de diseño
?
W/(m?K)";"Capacidad calorífica específica
CP
J/(kg?K)";"factor de resistencia al vapor de agua
?
seco";"factor de resistencia al vapor de agua
?
húmedo";;;;
;---Asfalto---;;;;;;;;;;;;
;Asfalto, ? = 2100 kg/m³;;Asfalto;Asfalto;2100;0,70;1000;50000;50000;;;;
;---Bitumen---;;;;;;;;;;;;
;Bitumen - Puro, ? = 1050 kg/m³;;Bitumen;Puro;1050;0,17;1000;50000;50000;;;;
;Bitumen - Fieltro/lámina, ? = 1100 kg/m³;;Bitumen;Fieltro/lámina;1100;0,23;1000;50000;50000;;;;
;---Hormigón---;;;;;;;;;;;;
;Hormigón - Densidad media, ? = 1800 kg/m³;;Hormigón;Densidad media;1800;1,15;1000;100;60;;;;
;Hormigón - Densidad media, ? = 2000 kg/m³;;Hormigón;Densidad media;2000;1,35;1000;100;60;;;;
;Hormigón - Densidad media, ? = 2200 kg/m³;;Hormigón;Densidad media;2200;1,65;1000;120;70;;;;
;Hormigón - Densidad alta, ? = 2400 kg/m³;;Hormigón;Densidad alta;2400;2,00;1000;130;80;;;;
;Hormigón - Armado (1% de acero), ? = 2300 kg/m³;;Hormigón;Armado (1% de acero);2300;2,30;1000;130;80;;;;
;Hormigón - Armado (2% de acero), ? = 2400 kg/m³;;Hormigón;Armado (2% de acero);2400;2,50;1000;130;80;;;;
;---Recubrimientos de piso---;;;;;;;;;;;;
;Recubrimientos de piso - Caucho, ? = 1200 kg/m³;;Recubrimientos de piso;Caucho;1200;0,17;1400;10000;10000;;;;
;Recubrimientos de piso - Plástico, ? = 1700 kg/m³;;Recubrimientos de piso;Plástico;1700;0,25;1400;10000;10000;;;;
;Recubrimientos de piso - caucho celular o plástico sobre radier, ? = 270 kg/m³;;Recubrimientos de piso;caucho celular o plástico sobre radier;270;0,10;1400;10000;10000;;;;
;Recubrimientos de piso - fieltro sobre radier, ? = 120 kg/m³;;Recubrimientos de piso;fieltro sobre radier;120;0,05;1300;20;15;;;;
;Recubrimientos de piso - lana sobre radier, ? = 200 kg/m³;;Recubrimientos de piso;lana sobre radier;200;0,06;1300;20;15;;;;
;Recubrimientos de piso - corcho sobre radier, ? = < 200 kg/m³;;Recubrimientos de piso;corcho sobre radier;< 200;0,05;1500;20;10;;;;
;Recubrimientos de piso - corcho, palmetas, ? = > 400 kg/m³;;Recubrimientos de piso;corcho, palmetas;> 400;0,07;1500;40;20;;;;
;Recubrimientos de piso - alfombra / recubrimiento textil, ? = 200 kg/m³;;Recubrimientos de piso;alfombra / recubrimiento textil;200;0,06;1300;5;5;;;;
;Recubrimientos de piso - linóleo, ? = 1200 kg/m³;;Recubrimientos de piso;linóleo;1200;0,17;1400;1000;800;;;;
;---Gases---;;;;;;;;;;;;
;Gases - aire, ? = 1,23 kg/m³;;Gases;aire;1,23;0,03;1008;1;1;;;;
;Gases - dióxido de carbono, ? = 1,95 kg/m³;;Gases;dióxido de carbono;1,95;0,01;820;1;1;;;;
;Gases - argón, ? = 1,7 kg/m³;;Gases;argón;1,7;0,02;519;1;1;;;;
;Gases - Hexafloruro de azufre, ? = 6,36 kg/m³;;Gases;Hexafloruro de azufre;6,36;0,01;614;1;1;;;;
;Gases - kriptón, ? = 3,56 kg/m³;;Gases;kriptón;3,56;0,01;245;1;1;;;;
;Gases - xenón, ? = 5,68 kg/m³;;Gases;xenón;5,68;0,01;160;1;1;;;;
;---Vidrio---;;;;;;;;;;;;
;Vidrio - de cal sodada (incluyendo vidrio flotado), ? = 2500 kg/m³;;Vidrio;de cal sodada (incluyendo vidrio flotado);2500;1,00;750;inf;inf;;;;
;Vidrio - de cuarzo, ? = 2200 kg/m³;;Vidrio;de cuarzo;2200;1,40;750;inf;inf;;;;
;Vidrio - mosaico, ? = 2000 kg/m³;;Vidrio;mosaico;2000;1,20;750;inf;inf;;;;
;---Agua---;;;;;;;;;;;;
;agua - hielo a -10 °C, ? = 920 kg/m³;;agua;hielo a -10 °C;920;2,30;2000;-;-;;;;
;agua - hielo a 0 °C, ? = 900 kg/m³;;agua;hielo a 0 °C;900;2,20;2000;-;-;;;;
;agua - nieve, recién caida (< 30 mm), ? = 100 kg/m³;;agua;nieve, recién caida (< 30 mm);100;0,05;2000;-;-;;;;
;agua - nieve, suave (30 a 70 mm), ? = 200 kg/m³;;agua;nieve, suave (30 a 70 mm);200;0,12;2000;-;-;;;;
;agua - nieve, levemente compactada (70 a 100 mm), ? = 300 kg/m³;;agua;nieve, levemente compactada (70 a 100 mm);300;0,23;2000;-;-;;;;
;agua - nieve, compactada (< 200 mm), ? = 500 kg/m³;;agua;nieve, compactada (< 200 mm);500;0,60;2000;-;-;;;;
;agua - agua a 10 °C, ? = 1000 kg/m³;;agua;agua a 10 °C;1000;0,60;4190;-;-;;;;
;agua - agua a 40 °C, ? = 990 kg/m³;;agua;agua a 40 °C;990;0,63;4190;-;-;;;;
;agua - agua a 80 °C, ? = 970 kg/m³;;agua;agua a 80 °C;970;0,67;4190;-;-;;;;
;---Metales---;;;;;;;;;;;;
;metales - Aleaciones de aluminio, ? = 2800 kg/m³;;metales;Aleaciones de aluminio;2800;160;880;inf;inf;;;;
;metales - Bronce, ? = 8700 kg/m³;;metales;Bronce;8700;65;380;inf;inf;;;;
;metales - Latón, ? = 8400 kg/m³;;metales;Latón;8400;120;380;inf;inf;;;;
;metales - Cobre, ? = 8900 kg/m³;;metales;Cobre;8900;380;380;inf;inf;;;;
;metales - Hierro, hierro fundido, ? = 7500 kg/m³;;metales;Hierro, hierro fundido;7500;50;450;inf;inf;;;;
;metales - Plomo, ? = 11300 kg/m³;;metales;Plomo;11300;35;130;inf;inf;;;;
;metales - Acero, ? = 7800 kg/m³;;metales;Acero;7800;50;450;inf;inf;;;;
;metales - Acero inoxidable, ? = 7900 kg/m³;;metales;Acero inoxidable;7900;17;500;inf;inf;;;;
;metales - Acero inoxidable, ? = 7900 kg/m³;;metales;Acero inoxidable;7900;30;460;inf;inf;;;;
;metales - Zinc, ? = 7200 kg/m³;;metales;Zinc;7200;110;380;inf;inf;;;;
;---Plásticos---;;;;;;;;;;;;
;Plásticos - Acrílico, ? = 1050 kg/m³;;Plásticos;Acrílico;1050;0,20;1500;10000;10000;;;;
;Plásticos - Policarbonato, ? = 1200 kg/m³;;Plásticos;Policarbonato;1200;0,20;1200;5000;5000;;;;
;Plásticos - Politetrafluoretileno (PTFE), ? = 2200 kg/m³;;Plásticos;Politetrafluoretileno (PTFE);2200;0,25;1000;10000;10000;;;;
;Plásticos - Policloruro de vinilo (PVC), ? = 1390 kg/m³;;Plásticos;Policloruro de vinilo (PVC);1390;0,17;900;50000;50000;;;;
;Plásticos - Polimetilmetacrilato (PMMA), ? = 1180 kg/m³;;Plásticos;Polimetilmetacrilato (PMMA);1180;0,18;1500;50000;50000;;;;
;Plásticos - Poliacetato, ? = 1410 kg/m³;;Plásticos;Poliacetato;1410;0,30;1400;100000;100000;;;;
;Plásticos - Poliamida (nylon), ? = 1150 kg/m³;;Plásticos;Poliamida (nylon);1150;0,25;1600;50000;50000;;;;
;Plásticos - Poliamida 6,6 con 25% fibra de vidrio, ? = 1450 kg/m³;;Plásticos;Poliamida 6,6 con 25% fibra de vidrio;1450;0,30;1600;50000;50000;;;;
;Plásticos - Polietileno/polietano, alta densidad, ? = 980 kg/m³;;Plásticos;Polietileno/polietano, alta densidad;980;0,50;1800;100000;100000;;;;
;Plásticos - Polietileno/polietano, baja densidad, ? = 920 kg/m³;;Plásticos;Polietileno/polietano, baja densidad;920;0,33;2200;100000;100000;;;;
;Plásticos - Poliestireno, ? = 1050 kg/m³;;Plásticos;Poliestireno;1050;0,16;1300;100000;100000;;;;
;Plásticos - Polipropileno, ? = 910 kg/m³;;Plásticos;Polipropileno;910;0,22;1800;10000;10000;;;;
;Plásticos - Polipropileno con 25% fibra de vidrio, ? = 1200 kg/m³;;Plásticos;Polipropileno con 25% fibra de vidrio;1200;0,25;1800;10000;10000;;;;
;Plásticos - Poliuretano (PU), ? = 1200 kg/m³;;Plásticos;Poliuretano (PU);1200;0,25;1800;6000;6000;;;;
;Plásticos - Resina epóxica, ? = 1200 kg/m³;;Plásticos;Resina epóxica;1200;0,20;1400;10000;10000;;;;
;Plásticos - Resina fenólica, ? = 1300 kg/m³;;Plásticos;Resina fenólica;1300;0,30;1700;100000;100000;;;;
;Plásticos - Resina poliéster, ? = 1400 kg/m³;;Plásticos;Resina poliéster;1400;0,19;1200;10000;10000;;;;
;---Caucho---;;;;;;;;;;;;
;Caucho - Natural, ? = 910 kg/m³;;Caucho;Natural;910;0,13;1100;10000;10000;;;;
;Caucho - Neopreno (policloropreno), ? = 1240 kg/m³;;Caucho;Neopreno (policloropreno);1240;0,23;2140;10000;10000;;;;
;Caucho - Butilo, (isobutano), sólido/caliente derretido, ? = 1200 kg/m³;;Caucho;Butilo, (isobutano), sólido/caliente derretido;1200;0,24;1400;200000;200000;;;;
;Caucho - Espuma de caucho, ? = 60-80 kg/m³;;Caucho;Espuma de caucho;60-80;0,06;1500;7000;7000;;;;
;Caucho - Caucho duro (ebonita), sólido, ? = 1200 kg/m³;;Caucho;Caucho duro (ebonita), sólido;1200;0,17;1400;inf;inf;;;;
;Caucho - EPDM, ? = 1150 kg/m³;;Caucho;EPDM;1150;0,25;1000;6000;6000;;;;
;Caucho - Poliisobutileno, ? = 930 kg/m³;;Caucho;Poliisobutileno;930;0,20;1100;10000;10000;;;;
;Caucho - Polisulfuro, ? = 1700 kg/m³;;Caucho;Polisulfuro;1700;0,40;1000;10000;10000;;;;
